day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2300;ASH_COATED_OSMIUM;9985;14;9982;20;;;10001;14;10003;20;;;9993.0;0.0
-1;2400;INTARIAN_PEPPER_ROOT;10996;8;;;;;11008;8;11011;22;;;11002.0;0.0
-1;2400;ASH_COATED_OSMIUM;9984;10;9982;25;;;10003;25;;;;;9993.5;0.0
-1;2500;INTARIAN_PEPPER_ROOT;10996;10;;;;;11009;10;11011;15;;;11002.5;0.0
-1;2500;ASH_COATED_OSMIUM;9982;27;;;;;10000;14;10003;27;;;9991.0;0.0
-1;2600;INTARIAN_PEPPER_ROOT;10997;8;10994;25;;;11009;8;;;;;11003.0;0.0
-1;2600;ASH_COATED_OSMIUM;9984;13;;;;;10000;13;10003;20;;;9992.0;0.0
-1;2700;INTARIAN_PEPPER_ROOT;10997;11;10994;19;;;10999;8;11011;19;;;10998.0;0.0
-1;2700;ASH_COATED_OSMIUM;;;;;;;10003;29;;;;;10003.0;0.0
-1;2800;INTARIAN_PEPPER_ROOT;10997;12;;;;;11009;12;11012;25;;;11003.0;0.0
-1;2800;ASH_COATED_OSMIUM;9985;11;9983;22;;;10001;11;10004;22;;;9993.0;0.0
-1;2900;INTARIAN_PEPPER_ROOT;11006;8;10994;25;;;11009;12;11012;25;;;11007.5;0.0
-1;2900;ASH_COATED_OSMIUM;9983;21;;;;;10001;15;10004;21;;;9992.0;0.0
-1;3000;INTARIAN_PEPPER_ROOT;10994;21;;;;;11009;9;;;;;11001.5;0.0
-1;3000;ASH_COATED_OSMIUM;9986;13;9983;27;;;10002;13;10004;27;;;9994.0;0.0
-1;3100;INTARIAN_PEPPER_ROOT;10997;11;10994;21;;;11009;11;;;;;11003.0;0.0
-1;3100;ASH_COATED_OSMIUM;9986;10;;;;;10004;25;;;;;9995.0;0.0
-1;3200;INTARIAN_PEPPER_ROOT;10997;9;10994;25;;;11009;9;11012;25;;;11003.0;0.0
-1;3200;ASH_COATED_OSMIUM;9985;12;9983;28;;;10001;12;;;;;9993.0;0.0
-1;3300;INTARIAN_PEPPER_ROOT;10997;10;;;;;11009;10;11012;17;;;11003.0;0.0
-1;3300;ASH_COATED_OSMIUM;9985;12;9983;26;;;;;;;;;9985.0;0.0
-1;3400;INTARIAN_PEPPER_ROOT;10997;12;10995;24;;;11009;12;11012;24;;;11003.0;0.0
-1;3400;ASH_COATED_OSMIUM;9985;11;9983;25;;;10001;11;10004;25;;;9993.0;0.0
-1;3500;INTARIAN_PEPPER_ROOT;10997;11;;;;;11010;11;11012;25;;;11003.5;0.0
-1;3500;ASH_COATED_OSMIUM;9985;10;;;;;10001;10;;;;;9993.0;0.0
-1;3600;INTARIAN_PEPPER_ROOT;10998;10;;;;;;;;;;;10998.0;0.0
-1;3600;ASH_COATED_OSMIUM;9985;10;9983;30;;;10001;10;10004;30;;;9993.0;0.0
-1;3700;ASH_COATED_OSMIUM;9985;15;9983;24;;;10001;15;10004;24;;;9993.0;0.0
-1;3700;INTARIAN_PEPPER_ROOT;10998;8;10995;25;;;11010;8;11012;25;;;11004.0;0.0
-1;3800;INTARIAN_PEPPER_ROOT;10998;10;;;;;11010;10;11013;19;;;11004.0;0.0
-1;3800;ASH_COATED_OSMIUM;9991;5;9985;13;9983;29;10004;29;;;;;9997.5;0.0
-1;3900;ASH_COATED_OSMIUM;9985;13;9983;26;;;10001;13;10004;26;;;9993.0;0.0
-1;3900;INTARIAN_PEPPER_ROOT;10998;9;10995;25;;;11010;9;11013;25;;;11004.0;0.0
-1;4000;INTARIAN_PEPPER_ROOT;10998;12;10995;23;;;11010;12;;;;;11004.0;0.0
-1;4000;ASH_COATED_OSMIUM;9986;15;9983;30;;;10004;30;;;;;9995.0;0.0
-1;4100;ASH_COATED_OSMIUM;9991;3;9983;25;;;10001;14;10004;25;;;9996.0;0.0
-1;4100;INTARIAN_PEPPER_ROOT;10998;8;10995;25;;;11010;8;;;;;11004.0;0.0
-1;4200;INTARIAN_PEPPER_ROOT;10998;10;10995;19;;;11013;19;;;;;11005.5;0.0
-1;4200;ASH_COATED_OSMIUM;9986;10;;;;;10002;10;10004;26;;;9994.0;0.0
-1;4300;ASH_COATED_OSMIUM;9986;12;;;;;10002;12;10004;24;;;9994.0;0.0
-1;4300;INTARIAN_PEPPER_ROOT;10998;11;10996;25;;;11010;11;11013;25;;;11004.0;0.0
-1;4400;INTARIAN_PEPPER_ROOT;10998;10;10996;22;;;11010;10;11013;22;;;11004.0;0.0
-1;4400;ASH_COATED_OSMIUM;9986;10;9983;22;;;10002;10;10004;22;;;9994.0;0.0
-1;4500;ASH_COATED_OSMIUM;;;;;;;10005;26;;;;;10005.0;0.0
-1;4500;INTARIAN_PEPPER_ROOT;10998;11;10996;15;;;11013;15;;;;;11005.5;0.0
-1;4600;INTARIAN_PEPPER_ROOT;10996;22;;;;;11011;9;11013;22;;;11003.5;0.0
-1;4600;ASH_COATED_OSMIUM;9986;15;;;;;10002;15;10004;21;;;9994.0;0.0
-1;4700;ASH_COATED_OSMIUM;9985;14;9983;27;;;10001;14;10004;27;;;9993.0;0.0
-1;4700;INTARIAN_PEPPER_ROOT;10999;12;10996;15;;;11011;12;11013;15;;;11005.0;0.0
-1;4800;INTARIAN_PEPPER_ROOT;10999;11;10996;21;;;11007;7;;;;;11003.0;0.0
-1;4800;ASH_COATED_OSMIUM;9985;10;9983;28;;;10001;10;;;;;9993.0;0.0
-1;4900;ASH_COATED_OSMIUM;9983;27;;;;;10002;15;;;;;9992.5;0.0
-1;4900;INTARIAN_PEPPER_ROOT;10999;12;10996;16;;;11011;12;11014;16;;;11005.0;0.0
-1;5000;INTARIAN_PEPPER_ROOT;10996;23;;;;;11011;10;11014;23;;;11003.5;0.0
-1;5000;ASH_COATED_OSMIUM;9986;12;;;;;10002;12;10004;29;;;9994.0;0.0
-1;5100;ASH_COATED_OSMIUM;9986;11;9983;24;;;10002;11;10004;24;;;9994.0;0.0
-1;5100;INTARIAN_PEPPER_ROOT;10999;11;10996;25;;;11011;11;11014;25;;;11005.0;0.0
-1;5200;INTARIAN_PEPPER_ROOT;;;;;;;11014;19;;;;;11014.0;0.0
-1;5200;ASH_COATED_OSMIUM;9986;15;;;;;10002;15;;;;;9994.0;0.0
-1;5300;ASH_COATED_OSMIUM;9986;15;9984;21;;;10002;15;10005;21;;;9994.0;0.0
-1;5300;INTARIAN_PEPPER_ROOT;10999;8;;;;;11011;8;11014;21;;;11005.0;0.0
-1;5400;INTARIAN_PEPPER_ROOT;10999;8;10997;16;;;11011;8;11014;16;;;11005.0;0.0
-1;5400;ASH_COATED_OSMIUM;9987;14;9984;20;;;10005;20;;;;;9996.0;0.0
-1;5500;ASH_COATED_OSMIUM;9987;13;9984;28;;;10003;13;10005;28;;;9995.0;0.0
-1;5500;INTARIAN_PEPPER_ROOT;10997;24;;;;;11012;10;11014;24;;;11004.5;0.0
-1;5600;INTARIAN_PEPPER_ROOT;11000;11;;;;;11012;11;;;;;11006.0;0.0
-1;5600;ASH_COATED_OSMIUM;9987;14;9984;21;;;10003;14;10005;21;;;9995.0;0.0
-1;5700;ASH_COATED_OSMIUM;9987;12;9984;29;;;10003;12;10005;29;;;9995.0;0.0
-1;5700;INTARIAN_PEPPER_ROOT;11000;8;10997;19;;;11002;5;11012;8;;;11001.0;0.0
-1;5800;INTARIAN_PEPPER_ROOT;11000;11;10997;22;;;;;;;;;11000.0;0.0
-1;5800;ASH_COATED_OSMIUM;9984;28;;;;;10002;10;;;;;9993.0;0.0
-1;5900;ASH_COATED_OSMIUM;9986;15;9984;29;;;10002;15;10005;29;;;9994.0;0.0
-1;5900;INTARIAN_PEPPER_ROOT;11000;10;;;;;11015;23;;;;;11007.5;0.0
-1;6000;INTARIAN_PEPPER_ROOT;11000;11;10997;19;;;11012;11;11015;19;;;11006.0;0.0
-1;6000;ASH_COATED_OSMIUM;9986;15;9984;30;;;10005;30;;;;;9995.5;0.0
-1;6100;ASH_COATED_OSMIUM;9986;11;9984;28;;;;;;;;;9986.0;0.0
-1;6100;INTARIAN_PEPPER_ROOT;11000;9;10997;22;;;11012;9;11015;22;;;11006.0;0.0
-1;6200;INTARIAN_PEPPER_ROOT;10997;15;;;;;11012;10;;;;;11004.5;0.0
-1;6200;ASH_COATED_OSMIUM;9986;11;;;;;10002;11;10005;20;;;9994.0;0.0
-1;6300;ASH_COATED_OSMIUM;9986;12;9984;22;;;10002;12;10005;22;;;9994.0;0.0
-1;6300;INTARIAN_PEPPER_ROOT;11000;11;;;;;11012;11;11015;24;;;11006.0;0.0
-1;6400;INTARIAN_PEPPER_ROOT;11000;9;;;;;11012;9;11015;22;;;11006.0;0.0
-1;6400;ASH_COATED_OSMIUM;9986;14;9984;23;;;10002;14;10005;23;;;9994.0;0.0
-1;6500;ASH_COATED_OSMIUM;9986;13;9984;24;;;10002;13;;;;;9994.0;0.0
-1;6500;INTARIAN_PEPPER_ROOT;11000;10;;;;;11013;10;11015;22;;;11006.5;0.0
-1;6600;INTARIAN_PEPPER_ROOT;10998;23;;;;;11013;12;11015;23;;;11005.5;0.0
-1;6600;ASH_COATED_OSMIUM;9987;15;9985;25;;;10003;15;10006;25;;;9995.0;0.0
-1;6700;INTARIAN_PEPPER_ROOT;11001;8;10998;22;;;11013;8;11015;22;;;11007.0;0.0
-1;6700;ASH_COATED_OSMIUM;9987;13;9985;29;;;10003;13;10006;29;;;9995.0;0.0
-1;6800;INTARIAN_PEPPER_ROOT;10998;16;;;;;11013;12;11016;16;;;11005.5;0.0
-1;6800;ASH_COATED_OSMIUM;9987;10;9984;30;;;10003;10;10005;30;;;9995.0;0.0
-1;6900;INTARIAN_PEPPER_ROOT;11001;9;10998;19;;;;;;;;;11001.0;0.0
-1;6900;ASH_COATED_OSMIUM;9992;5;9987;12;;;10003;12;10005;22;;;9997.5;0.0
-1;7000;INTARIAN_PEPPER_ROOT;11001;9;10998;24;;;11013;9;11016;24;;;11007.0;0.0
-1;7000;ASH_COATED_OSMIUM;9987;11;9984;22;;;10005;22;;;;;9996.0;0.0
-1;7100;INTARIAN_PEPPER_ROOT;11001;12;10998;15;;;11013;12;11016;15;;;11007.0;0.0
-1;7100;ASH_COATED_OSMIUM;9987;15;9984;25;;;10003;15;10005;25;;;9995.0;0.0
-1;7200;INTARIAN_PEPPER_ROOT;11001;9;;;;;11013;9;11016;23;;;11007.0;0.0
-1;7200;ASH_COATED_OSMIUM;9992;2;9987;11;9984;20;;;;;;;9992.0;0.0
-1;7300;INTARIAN_PEPPER_ROOT;11001;9;;;;;;;;;;;11001.0;0.0
-1;7300;ASH_COATED_OSMIUM;9987;11;;;;;;;;;;;9987.0;0.0
-1;7400;INTARIAN_PEPPER_ROOT;11001;10;10999;23;;;;;;;;;11001.0;0.0
-1;7400;ASH_COATED_OSMIUM;9988;15;9985;26;;;10004;15;10006;26;;;9996.0;0.0
-1;7500;INTARIAN_PEPPER_ROOT;10999;20;;;;;11014;9;11016;20;;;11006.5;0.0
-1;7500;ASH_COATED_OSMIUM;9987;14;;;;;;;;;;;9987.0;0.0
-1;7600;INTARIAN_PEPPER_ROOT;;;;;;;11014;9;;;;;11014.0;0.0
-1;7600;ASH_COATED_OSMIUM;9987;14;9985;30;;;9993;5;10003;14;;;9990.0;0.0
-1;7700;INTARIAN_PEPPER_ROOT;10999;20;;;;;11014;8;11016;20;;;11006.5;0.0
-1;7700;ASH_COATED_OSMIUM;9987;10;9984;25;;;10003;10;10005;25;;;9995.0;0.0
-1;7800;INTARIAN_PEPPER_ROOT;10999;17;;;;;11014;12;;;;;11006.5;0.0
-1;7800;ASH_COATED_OSMIUM;9987;11;9985;22;;;10003;11;10006;22;;;9995.0;0.0
-1;7900;INTARIAN_PEPPER_ROOT;11002;12;10999;23;;;11014;12;11017;23;;;11008.0;0.0
-1;7900;ASH_COATED_OSMIUM;9987;13;9984;23;;;10005;23;;;;;9996.0;0.0
-1;8000;INTARIAN_PEPPER_ROOT;11002;8;10999;24;;;11017;24;;;;;11009.5;0.0
-1;8000;ASH_COATED_OSMIUM;9986;15;9984;22;;;10002;15;10005;22;;;9994.0;0.0
-1;8100;INTARIAN_PEPPER_ROOT;11002;9;10999;18;;;11014;9;11017;18;;;11008.0;0.0
-1;8100;ASH_COATED_OSMIUM;9986;10;9984;30;;;10002;10;;;;;9994.0;0.0
-1;8200;INTARIAN_PEPPER_ROOT;10999;19;;;;;11017;19;;;;;11008.0;0.0
-1;8200;ASH_COATED_OSMIUM;9986;12;9984;24;;;10002;12;;;;;9994.0;0.0
-1;8300;ASH_COATED_OSMIUM;9984;23;;;;;10003;15;10005;23;;;9993.5;0.0
-1;8300;INTARIAN_PEPPER_ROOT;11002;8;;;;;11014;8;11017;24;;;11008.0;0.0
-1;8400;ASH_COATED_OSMIUM;9987;13;9984;23;;;;;;;;;9987.0;0.0
-1;8400;INTARIAN_PEPPER_ROOT;11000;24;;;;;11017;24;;;;;11008.5;0.0
-1;8500;INTARIAN_PEPPER_ROOT;11002;10;11000;19;;;11015;10;11017;19;;;11008.5;0.0
-1;8500;ASH_COATED_OSMIUM;9987;14;;;;;10003;14;10006;21;;;9995.0;0.0
-1;8600;INTARIAN_PEPPER_ROOT;11003;10;;;;;11015;10;11017;22;;;11009.0;0.0
-1;8600;ASH_COATED_OSMIUM;9987;13;9985;24;;;10003;13;10005;24;;;9995.0;0.0
-1;8700;ASH_COATED_OSMIUM;9987;11;;;;;10003;11;;;;;9995.0;0.0
-1;8700;INTARIAN_PEPPER_ROOT;11003;9;11000;17;;;11015;9;11017;17;;;11009.0;0.0
-1;8800;ASH_COATED_OSMIUM;9988;15;9985;22;;;10004;15;10006;22;;;9996.0;0.0
-1;8800;INTARIAN_PEPPER_ROOT;11000;23;;;;;11015;10;;;;;11007.5;0.0
-1;8900;INTARIAN_PEPPER_ROOT;11003;8;;;;;11015;8;11018;24;;;11009.0;0.0
-1;8900;ASH_COATED_OSMIUM;9987;11;;;;;9997;5;10003;11;10006;27;9992.0;0.0
-1;9000;INTARIAN_PEPPER_ROOT;11000;22;;;;;11018;22;;;;;11009.0;0.0
-1;9000;ASH_COATED_OSMIUM;9985;20;;;;;10004;14;10006;20;;;9994.5;0.0
-1;9100;ASH_COATED_OSMIUM;9994;4;9988;12;9986;25;10004;12;10007;25;;;9999.0;0.0
-1;9100;INTARIAN_PEPPER_ROOT;11000;20;;;;;11018;20;;;;;11009.0;0.0
-1;9200;ASH_COATED_OSMIUM;9986;21;;;;;10004;12;10007;21;;;9995.0;0.0
-1;9200;INTARIAN_PEPPER_ROOT;11003;12;11000;15;;;11015;12;11018;15;;;11009.0;0.0
-1;9300;INTARIAN_PEPPER_ROOT;11001;23;;;;;11015;11;11018;23;;;11008.0;0.0
-1;9300;ASH_COATED_OSMIUM;9988;12;9985;23;;;10004;12;10006;23;;;9996.0;0.0
-1;9400;INTARIAN_PEPPER_ROOT;11001;24;;;;;11015;11;11018;24;;;11008.0;0.0
-1;9400;ASH_COATED_OSMIUM;9988;10;9986;30;;;9994;10;10004;10;10007;30;9991.0;0.0
-1;9500;ASH_COATED_OSMIUM;9988;14;9986;27;;;10004;14;10007;27;;;9996.0;0.0
-1;9500;INTARIAN_PEPPER_ROOT;11003;11;11001;20;;;11018;20;;;;;11010.5;0.0
-1;9600;ASH_COATED_OSMIUM;9989;10;9986;30;;;10005;10;10007;30;;;9997.0;0.0
-1;9600;INTARIAN_PEPPER_ROOT;;;;;;;11016;12;11018;20;;;11016.0;0.0
-1;9700;INTARIAN_PEPPER_ROOT;11004;10;11001;23;;;;;;;;;11004.0;0.0
-1;9700;ASH_COATED_OSMIUM;9989;15;9986;26;;;10007;26;;;;;9998.0;0.0
-1;9800;INTARIAN_PEPPER_ROOT;11004;11;11001;16;;;11016;11;11019;16;;;11010.0;0.0
-1;9800;ASH_COATED_OSMIUM;9988;13;9986;29;;;10004;13;10007;29;;;9996.0;0.0
-1;9900;ASH_COATED_OSMIUM;9989;11;9986;29;;;10005;11;10007;29;;;9997.0;0.0
-1;9900;INTARIAN_PEPPER_ROOT;11004;12;11001;17;;;11016;12;;;;;11010.0;0.0
-1;10000;ASH_COATED_OSMIUM;9988;13;9986;23;;;10007;23;;;;;9997.5;0.0
-1;10000;INTARIAN_PEPPER_ROOT;11001;18;;;;;11016;12;11019;18;;;11008.5;0.0
-1;10100;INTARIAN_PEPPER_ROOT;11004;12;11001;15;;;11016;12;11019;15;;;11010.0;0.0
-1;10100;ASH_COATED_OSMIUM;9988;10;9986;22;;;;;;;;;9988.0;0.0
-1;10200;INTARIAN_PEPPER_ROOT;11001;20;;;;;11019;20;;;;;11010.0;0.0
-1;10200;ASH_COATED_OSMIUM;9986;23;;;;;10004;11;10007;23;;;9995.0;0.0
-1;10300;ASH_COATED_OSMIUM;9986;21;;;;;10004;12;10007;21;;;9995.0;0.0
-1;10300;INTARIAN_PEPPER_ROOT;11004;9;11002;15;;;11019;15;;;;;11011.5;0.0
-1;10400;ASH_COATED_OSMIUM;9986;21;;;;;10005;12;10007;21;;;9995.5;0.0
-1;10400;INTARIAN_PEPPER_ROOT;11004;8;11002;23;;;11016;8;11019;23;;;11010.0;0.0
-1;10500;INTARIAN_PEPPER_ROOT;11002;19;;;;;11017;9;11019;19;;;11009.5;0.0
-1;10500;ASH_COATED_OSMIUM;;;;;;;10004;11;10007;29;;;10004.0;0.0
-1;10600;INTARIAN_PEPPER_ROOT;11002;16;;;;;11017;12;11019;16;;;11009.5;0.0
-1;10600;ASH_COATED_OSMIUM;9989;11;9987;26;;;10005;11;;;;;9997.0;0.0
-1;10700;ASH_COATED_OSMIUM;9998;5;9986;21;;;;;;;;;9998.0;0.0
-1;10700;INTARIAN_PEPPER_ROOT;11014;4;11005;12;11002;22;11017;12;11019;22;;;11015.5;0.0
-1;10800;ASH_COATED_OSMIUM;9988;12;9986;23;;;10004;12;10007;23;;;9996.0;0.0
-1;10800;INTARIAN_PEPPER_ROOT;11002;20;;;;;11017;9;11020;20;;;11009.5;0.0
-1;10900;INTARIAN_PEPPER_ROOT;11005;9;11002;18;;;11017;9;11020;18;;;11011.0;0.0
-1;10900;ASH_COATED_OSMIUM;9988;13;;;;;10004;13;10007;30;;;9996.0;0.0
-1;11000;INTARIAN_PEPPER_ROOT;11005;9;11002;16;;;11020;16;;;;;11012.5;0.0
-1;11000;ASH_COATED_OSMIUM;9988;11;9986;24;;;9998;5;10004;11;10007;24;9993.0;0.0
-1;11100;INTARIAN_PEPPER_ROOT;11002;22;;;;;11017;9;;;;;11009.5;0.0
-1;11100;ASH_COATED_OSMIUM;;;;;;;10004;14;10007;25;;;10004.0;0.0
-1;11200;INTARIAN_PEPPER_ROOT;11002;24;;;;;11017;8;;;;;11009.5;0.0
-1;11200;ASH_COATED_OSMIUM;9989;10;9986;26;;;;;;;;;9989.0;0.0
-1;11300;INTARIAN_PEPPER_ROOT;11005;10;11003;18;;;11017;10;11020;18;;;11011.0;0.0
-1;11300;ASH_COATED_OSMIUM;9989;12;9986;29;;;10005;12;10007;29;;;9997.0;0.0
-1;11400;INTARIAN_PEPPER_ROOT;11005;11;11003;18;;;11017;11;;;;;11011.0;0.0
-1;11400;ASH_COATED_OSMIUM;9989;15;9986;22;;;10005;15;10007;22;;;9997.0;0.0
-1;11500;INTARIAN_PEPPER_ROOT;11003;25;;;;;11020;25;;;;;11011.5;0.0
-1;11500;ASH_COATED_OSMIUM;9989;15;9986;27;;;10007;27;;;;;9998.0;0.0
-1;11600;INTARIAN_PEPPER_ROOT;11006;12;11003;23;;;11018;12;11020;23;;;11012.0;0.0
-1;11600;ASH_COATED_OSMIUM;9987;30;;;;;10008;30;;;;;9997.5;0.0
-1;11700;INTARIAN_PEPPER_ROOT;11006;10;11003;17;;;11018;10;11020;17;;;11012.0;0.0
-1;11700;ASH_COATED_OSMIUM;9989;15;9987;22;;;10005;15;;;;;9997.0;0.0
-1;11800;INTARIAN_PEPPER_ROOT;11006;8;11003;17;;;11018;8;11021;17;;;11012.0;0.0
-1;11800;ASH_COATED_OSMIUM;9989;14;;;;;10005;14;10008;25;;;9997.0;0.0
-1;11900;INTARIAN_PEPPER_ROOT;11006;10;11003;20;;;11018;10;11021;20;;;11012.0;0.0
-1;11900;ASH_COATED_OSMIUM;9989;11;9986;20;;;10005;11;10007;20;;;9997.0;0.0
-1;12000;INTARIAN_PEPPER_ROOT;11006;10;11003;25;;;11018;10;11021;25;;;11012.0;0.0
-1;12000;ASH_COATED_OSMIUM;9989;10;9987;22;;;10005;10;10008;22;;;9997.0;0.0
-1;12100;INTARIAN_PEPPER_ROOT;11006;12;11003;24;;;11018;12;11021;24;;;11012.0;0.0
-1;12100;ASH_COATED_OSMIUM;9989;14;9987;24;;;10008;24;;;;;9998.5;0.0
-1;12200;INTARIAN_PEPPER_ROOT;11006;10;11003;22;;;11018;10;;;;;11012.0;0.0
-1;12200;ASH_COATED_OSMIUM;9989;13;;;;;10005;13;10007;24;;;9997.0;0.0
-1;12300;INTARIAN_PEPPER_ROOT;11006;11;11004;23;;;11018;11;11021;23;;;11012.0;0.0
-1;12300;ASH_COATED_OSMIUM;9989;11;9986;20;;;;;;;;;9989.0;0.0
-1;12400;INTARIAN_PEPPER_ROOT;11006;12;11004;25;;;;;;;;;11006.0;0.0
-1;12400;ASH_COATED_OSMIUM;9989;14;9987;28;;;10005;14;10008;28;;;9997.0;0.0
-1;12500;INTARIAN_PEPPER_ROOT;11006;8;11004;16;;;11019;8;11021;16;;;11012.5;0.0
-1;12500;ASH_COATED_OSMIUM;9989;15;9986;22;;;10005;15;10007;22;;;9997.0;0.0
-1;12600;INTARIAN_PEPPER_ROOT;11007;10;11004;18;;;11009;3;11019;10;11021;18;11008.0;0.0
-1;12600;ASH_COATED_OSMIUM;9989;11;9987;28;;;10005;11;10008;28;;;9997.0;0.0
-1;12700;ASH_COATED_OSMIUM;9986;23;;;;;10005;15;;;;;9995.5;0.0
-1;12700;INTARIAN_PEPPER_ROOT;11004;20;;;;;11019;11;11021;20;;;11011.5;0.0
-1;12800;INTARIAN_PEPPER_ROOT;11007;11;11004;19;;;11019;11;11022;19;;;11013.0;0.0
-1;12800;ASH_COATED_OSMIUM;9987;23;;;;;10005;15;10008;23;;;9996.0;0.0
-1;12900;ASH_COATED_OSMIUM;9989;14;;;;;10005;14;10007;29;;;9997.0;0.0
-1;12900;INTARIAN_PEPPER_ROOT;11004;20;;;;;11019;10;11022;20;;;11011.5;0.0
